Band,Sp. Num.,Species Game Birds::SPEC,Species Game Birds::Species,Replaced Band Translated,Replaced Band Code,B Month,BMonth::VMonth,R Month,RMonth::VMonth,B Day,BDay::VRDay,R Day,RDay::VRDay,B Year,R Year,Hunt. Season Surv.,B Flyway,Region::Flyway,R Flyway,RFly::Flyway,B Region,BRegion::STA,BRegion::State,R Region,RRegion::STA,RRegion::State,B Lat,B Long,B Dir,R Lat,R Long,R Dir,GISBLat,GISBLong,GISRLat,GISRLong,B Coordinate Precision,B Coord Precision::LOCATION_ACCURACY_DESC,R Coordinate Precision,R Coord Precision::LOCATION_ACCURACY_DESC,Status,Status::VStatus,How Obt,How Obt::VHow,Add Info,AI::VAI,Who Reported,Who::VWho,Pres. Cond.,Age,Age::VAGE,Condition::VCondition,Sex,Sex::VSEX,Condition::VBandStatus,Permit,Permits::Permittee,"Why (pre 1994), Report Method (after 1994)",Rept Mthd::VRept Mthd,Band Type Orig,BType::VBtype,BType::VText,R Create date Year,R Create date Month,Band Type Current,BType Current::VBtype,BType Current::VText,Marker_Desc_enc,Marker_Desc_bndg,other_bands
054380099,2280,AMWO,American Woodcock,Original Band,0,08,August,07,July,20,,31,,1963,1967,4,1,Atlantic,1,Atlantic,44,ME,Maine,44,ME,Maine,444,682,0,444,683,0,44.75,-68.41667,44.75,-68.58333,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",66,Previously banded bird trapped and released during banding operations,00,Federal numbered metal band only.,23,Bird Banders,07,1,After Hatch Year,Alive-Released,4,Male,Band left on bird,05082,,01,Paper,11,Aluminum butt-end,old address,1967,12,11,Aluminum butt-end,old address,,,
054380145,2280,AMWO,American Woodcock,Original Band,0,04,April,10,October,21,,23,,1962,1963,2,1,Atlantic,1,Atlantic,44,ME,Maine,44,ME,Maine,450,683,0,450,683,0,45.08333,-68.58333,45.08333,-68.58333,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",03,1,After Hatch Year,Dead,4,Male,Band status unknown,05082,,00,Unknown,11,Aluminum butt-end,old address,1964,01,11,Aluminum butt-end,old address,,,
054380153,2280,AMWO,American Woodcock,Original Band,0,05,May,10,October,16,,27,,1962,1964,3,1,Atlantic,1,Atlantic,44,ME,Maine,47,MA,Massachusetts,450,683,0,422,723,0,45.08333,-68.58333,42.41667,-72.58333,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,21,Finder,03,1,After Hatch Year,Dead,4,Male,Band status unknown,05082,,00,Unknown,11,Aluminum butt-end,old address,1965,03,11,Aluminum butt-end,old address,,,
054310124,2280,AMWO,American Woodcock,Original Band,0,10,October,11,November,15,,29,,1970,1972,3,6,Canada,1,Atlantic,68,ONT,Ontario,27,GA,Georgia,430,790,0,333,844,0,43.08333,-79.08333,33.58333,-84.75,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,0,Unknown,Dead,5,Female,Band removed,10093,,00,Unknown,11,Aluminum butt-end,old address,1973,02,11,Aluminum butt-end,old address,,,
054316813,2280,AMWO,American Woodcock,Original Band,0,05,May,11,November,07,,07,,1964,1964,1,6,Canada,1,Atlantic,56,NB,New Brunswick,58,NH,New Hampshire,460,663,0,430,711,0,46.08333,-66.58333,43.08333,-71.25,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,21,Finder,03,1,After Hatch Year,Dead,4,Male,Band status unknown,00476,NORTHEASTERN WLDLF STN,00,Unknown,11,Aluminum butt-end,old address,1965,04,11,Aluminum butt-end,old address,,,
054348822,2280,AMWO,American Woodcock,Original Band,0,07,July,10,October,13,,18,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,4,Male,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,04,11,Aluminum butt-end,old address,,,
054348828,2280,AMWO,American Woodcock,Original Band,0,07,July,11,November,22,,02,,1965,1968,4,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,5,Female,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1969,04,11,Aluminum butt-end,old address,,,
054348830,2280,AMWO,American Woodcock,Original Band,0,07,July,11,November,23,,04,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,4,Male,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,02,11,Aluminum butt-end,old address,,,
054348834,2280,AMWO,American Woodcock,Original Band,0,08,August,10,October,12,,18,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,4,Male,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,04,11,Aluminum butt-end,old address,,,
054348837,2280,AMWO,American Woodcock,Original Band,0,08,August,10,October,15,,19,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,5,Female,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,01,11,Aluminum butt-end,old address,,,
054348838,2280,AMWO,American Woodcock,Original Band,0,08,August,10,October,15,,26,,1965,1967,3,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,20,Miscellaneous,05,5,Second Year,Dead,4,Male,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1968,07,11,Aluminum butt-end,old address,,,
054348841,2280,AMWO,American Woodcock,Original Band,0,08,August,11,November,17,,25,,1965,1965,1,1,Atlantic,2,Mississippi,90,WV,West Virginia,02,AL,Alabama,390,792,0,334,864,0,39.08333,-79.41667,33.75,-86.75,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",00,Found dead.,00,Federal numbered metal band only.,21,Finder,05,2,Hatch Year,Dead,4,Male,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,02,11,Aluminum butt-end,old address,,,
054348848,2280,AMWO,American Woodcock,Original Band,0,08,August,10,October,30,,18,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,5,Female,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,04,11,Aluminum butt-end,old address,,,
054348855,2280,AMWO,American Woodcock,Original Band,0,09,September,10,October,14,,18,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",03,2,Hatch Year,Dead,4,Male,Band status unknown,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,02,Check station report (discontinued),11,Aluminum butt-end,old address,1966,01,11,Aluminum butt-end,old address,,,
054348857,2280,AMWO,American Woodcock,Original Band,0,09,September,10,October,16,,19,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,1,After Hatch Year,Dead,5,Female,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,04,11,Aluminum butt-end,old address,,,
054348859,2280,AMWO,American Woodcock,Original Band,0,09,September,10,October,21,,30,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,5,Female,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,04,11,Aluminum butt-end,old address,,,
054348860,2280,AMWO,American Woodcock,Original Band,0,09,September,10,October,24,,18,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",03,2,Hatch Year,Dead,5,Female,Band status unknown,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,02,Check station report (discontinued),11,Aluminum butt-end,old address,1966,01,11,Aluminum butt-end,old address,,,
054348862,2280,AMWO,American Woodcock,Original Band,0,09,September,10,October,25,,25,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",03,1,After Hatch Year,Dead,4,Male,Band status unknown,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,02,Check station report (discontinued),11,Aluminum butt-end,old address,1966,04,11,Aluminum butt-end,old address,,,
054348863,2280,AMWO,American Woodcock,Original Band,0,09,September,10,October,28,,19,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,1,After Hatch Year,Dead,5,Female,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,02,Check station report (discontinued),11,Aluminum butt-end,old address,1966,01,11,Aluminum butt-end,old address,,,
054348869,2280,AMWO,American Woodcock,Original Band,0,10,October,10,October,04,,23,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",03,2,Hatch Year,Dead,4,Male,Band status unknown,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,02,Check station report (discontinued),11,Aluminum butt-end,old address,1966,11,11,Aluminum butt-end,old address,,,
054348871,2280,AMWO,American Woodcock,Original Band,0,10,October,10,October,05,,29,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,0,Unknown,Dead,0,Unknown,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,02,11,Aluminum butt-end,old address,,,
054348875,2280,AMWO,American Woodcock,Original Band,0,10,October,10,October,13,,19,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,1,After Hatch Year,Dead,5,Female,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,01,11,Aluminum butt-end,old address,,,
054348886,2280,AMWO,American Woodcock,Original Band,0,07,July,10,October,30,,25,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,4,Male,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,04,11,Aluminum butt-end,old address,,,
054348890,2280,AMWO,American Woodcock,Original Band,0,08,August,10,October,02,,19,,1965,1965,1,1,Atlantic,1,Atlantic,90,WV,West Virginia,90,WV,West Virginia,390,792,0,390,792,0,39.08333,-79.41667,39.08333,-79.41667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",05,2,Hatch Year,Dead,5,Female,Band removed,02216,WEST VIRGINIA DIV NATURAL RES MICHAEL PETERS,01,Paper,11,Aluminum butt-end,old address,1966,04,11,Aluminum butt-end,old address,,,
055339079,2280,AMWO,American Woodcock,Original Band,0,09,September,10,October,01,,17,,1960,1960,1,1,Atlantic,1,Atlantic,72,PA,Pennsylvania,72,PA,Pennsylvania,404,775,0,404,775,0,40.75,-77.91667,40.75,-77.91667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",03,0,Unknown,Dead,5,Female,Band status unknown,06778,PENNSYLVANIA GAME COMMISSION MR KEVIN J  JACOBS,00,Unknown,11,Aluminum butt-end,old address,1961,07,11,Aluminum butt-end,old address,,,
055339081,2280,AMWO,American Woodcock,Original Band,0,09,September,10,October,03,,14,,1960,1961,2,1,Atlantic,1,Atlantic,72,PA,Pennsylvania,72,PA,Pennsylvania,404,775,0,413,770,0,40.75,-77.91667,41.58333,-77.08333,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",00,Found dead.,00,Federal numbered metal band only.,21,Finder,03,0,Unknown,Dead,4,Male,Band status unknown,06778,PENNSYLVANIA GAME COMMISSION MR KEVIN J  JACOBS,00,Unknown,11,Aluminum butt-end,old address,1962,02,11,Aluminum butt-end,old address,,,
055339084,2280,AMWO,American Woodcock,Original Band,0,04,April,11,November,27,,01,,1961,1961,1,1,Atlantic,1,Atlantic,72,PA,Pennsylvania,72,PA,Pennsylvania,410,755,0,410,755,0,41.08333,-75.91667,41.08333,-75.91667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,23,Bird Banders,03,4,Local,Dead,0,Unknown,Band status unknown,06778,PENNSYLVANIA GAME COMMISSION MR KEVIN J  JACOBS,00,Unknown,11,Aluminum butt-end,old address,1962,04,11,Aluminum butt-end,old address,,,
055339147,2280,AMWO,American Woodcock,Original Band,0,05,May,10,October,09,,13,,1962,1962,1,1,Atlantic,1,Atlantic,72,PA,Pennsylvania,72,PA,Pennsylvania,404,780,0,404,780,0,40.75,-78.08333,40.75,-78.08333,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",03,4,Local,Dead,0,Unknown,Band status unknown,06778,PENNSYLVANIA GAME COMMISSION MR KEVIN J  JACOBS,00,Unknown,11,Aluminum butt-end,old address,1963,03,11,Aluminum butt-end,old address,,,
055339177,2280,AMWO,American Woodcock,Original Band,0,05,May,11,November,02,,02,,1961,1961,1,1,Atlantic,1,Atlantic,72,PA,Pennsylvania,72,PA,Pennsylvania,410,755,0,410,755,0,41.08333,-75.91667,41.08333,-75.91667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,23,Bird Banders,03,4,Local,Dead,0,Unknown,Band status unknown,06778,PENNSYLVANIA GAME COMMISSION MR KEVIN J  JACOBS,00,Unknown,11,Aluminum butt-end,old address,1962,04,11,Aluminum butt-end,old address,,,
055339185,2280,AMWO,American Woodcock,Original Band,0,05,May,10,October,13,,21,,1961,1961,1,1,Atlantic,1,Atlantic,72,PA,Pennsylvania,72,PA,Pennsylvania,410,755,0,410,755,0,41.08333,-75.91667,41.08333,-75.91667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,23,Bird Banders,03,4,Local,Dead,0,Unknown,Band status unknown,06778,PENNSYLVANIA GAME COMMISSION MR KEVIN J  JACOBS,00,Unknown,11,Aluminum butt-end,old address,1962,04,11,Aluminum butt-end,old address,,,
055339186,2280,AMWO,American Woodcock,Original Band,0,05,May,10,October,03,,13,,1962,1962,1,1,Atlantic,1,Atlantic,72,PA,Pennsylvania,72,PA,Pennsylvania,410,755,0,410,755,0,41.08333,-75.91667,41.08333,-75.91667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",03,4,Local,Dead,0,Unknown,Band status unknown,06778,PENNSYLVANIA GAME COMMISSION MR KEVIN J  JACOBS,00,Unknown,11,Aluminum butt-end,old address,1963,03,11,Aluminum butt-end,old address,,,
055339198,2280,AMWO,American Woodcock,Original Band,0,05,May,11,November,10,,01,,1962,1962,1,1,Atlantic,1,Atlantic,72,PA,Pennsylvania,72,PA,Pennsylvania,410,755,0,410,755,0,41.08333,-75.91667,41.08333,-75.91667,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",01,Shot.,00,Federal numbered metal band only.,21,Finder,03,4,Local,Dead,0,Unknown,Band status unknown,06778,PENNSYLVANIA GAME COMMISSION MR KEVIN J  JACOBS,00,Unknown,11,Aluminum butt-end,old address,1962,12,11,Aluminum butt-end,old address,,,
055355917,2280,AMWO,American Woodcock,Original Band,0,05,May,06,June,07,,30,,1962,1964,2,1,Atlantic,1,Atlantic,44,ME,Maine,44,ME,Maine,450,671,0,450,671,0,45.08333,-67.25,45.08333,-67.25,10,10 minute block,10,10 minute block,3,"Normal, wild bird: released in same 10-minute block as captured",66,Previously banded bird trapped and released during banding operations,00,Federal numbered metal band only.,22,"State, Provincial, or Federal Official",07,1,After Hatch Year,Alive-Released,4,Male,Band left on bird,06245,"MOOSEHORN NWR MR MAURICE MILLS, JR.",01,Paper,11,Aluminum butt-end,old address,1966,02,11,Aluminum butt-end,old address,,,
